Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour
2.02E+13,100,5,15,0,839.569,7722.65,2929.19,27029.3,732.299,34545,760.566,853.514,843.376,822.469,741.018,886.167,851.911,815.863,0.230614,0.239928,0,0,6.25E-06,6.03E-06,0,0,0,0,1.22105,1.28993,1.2532,1.51848,1.14837,1.34496,4808,27566,186,913,111,598,56,307,1763.87,375.834,6173.55,93.9585,8298,677.473,979.99,1030.91,1024.09,962.222,1214.12,977.722,973.733,0.188558,0.228381,0,0,0,4.05E-06,0,0,0,0,0.928246,0.974977,0.948217,1.13816,0.722658,0.835894,1123,6686,33,208,27,143,18,60
2.02E+13,100,5,20,0,779.708,7439.86,2915.15,26039.5,728.788,34743,728.695,793.394,767.219,777.691,634.643,808.33,813.324,737.421,0.224118,0.229106,0,0,5.04E-06,6.21E-06,0,0,0,0,1.14607,1.32139,1.29899,1.57474,1.24478,1.36236,6598,26019,233,819,143,564,68,299,309423,4.31E+06,1.08E+06,1.08E+06,7479,609.273,992.414,743.286,861.495,674.074,869.032,1027.22,775.333,0.17394,0.226023,0,0,7.33E-06,2.44E-06,0,0,0,0,0.785057,0.952131,0.997482,1.10972,0.737174,0.953431,1416,5588,56,184,27,124,18,66
2.02E+13,100,5,25,0,829.933,7725.33,2987.64,27038.7,746.91,34437,809.007,835.596,917.542,832.381,838.562,831.759,933.988,801.59,0.237761,0.239423,0,0,6.39E-06,8.49E-06,0,0,0,0,1.25222,1.34929,1.3858,1.61293,1.31626,1.41743,7998,24324,273,769,192,522,86,273,1704.78,432.034,5966.72,108.009,8386,853.619,882.281,1012.61,908.753,928.659,901.524,852.111,814.847,0.213982,0.213573,0,0,6.35E-06,1.01E-05,0,0,0,0,0.885856,1.01179,0.913316,1.25221,0.722289,1.02479,1900,5960,75,182,44,126,27,72
2.02E+13,100,5,30,0,811.121,7739.21,3022.37,27087.2,755.594,34697,822.558,803.321,838.083,846.063,866.042,812.282,867.085,867.279,0.241557,0.235751,0,0,5.15E-06,8.12E-06,0,0,0,0,1.27987,1.39536,1.47801,1.5786,1.24957,1.51967,9740,22848,314,782,213,465,106,229,1447.1,479.554,5064.85,119.888,8377,663.824,688.657,742.238,656.503,772.717,669.758,751.969,730.3,0.17871,0.183021,0,0,0,2.50E-06,0,0,0,0,1.01115,0.968452,1.14043,1.21132,0.958185,1.12086,2274,5548,84,199,60,120,32,60
2.02E+13,100,5,35,0,874.337,8115.78,3084.19,28405.2,771.049,34755,859.954,879.092,901.509,910.235,968.188,858.985,1004.95,838.558,0.249889,0.248727,0,0,5.32E-06,6.68E-06,0,0,0,0,1.28402,1.3935,1.42732,1.57387,1.25048,1.46422,11411,21165,381,698,277,459,133,231,309734,4.31E+06,1.08E+06,1.08E+06,9122,776.376,878.22,879.845,868.441,910.792,998.728,1295.03,860.314,0.207564,0.217056,0,0,9.98E-07,4.36E-06,0,0,0,0,0.843678,1.03867,1.00403,1.30006,0.820114,1.12153,2910,5630,110,177,96,114,34,51
2.02E+13,100,5,40,0,860.595,8103.42,3023.19,28362,755.798,34709,865.636,857.515,829.537,879.671,820.252,873.742,811.316,902.96,0.253451,0.246214,0,0,3.72E-06,9.26E-06,0,0,0,0,1.24216,1.36397,1.38713,1.60981,1.2176,1.39079,13134,19392,410,665,318,431,158,201,1684.33,483.739,5895.17,120.935,8739,815.103,810.604,741.648,900.401,773.831,897.194,603.103,887.741,0.210793,0.204177,0,0,3.64E-06,1.51E-05,0,0,0,0,0.825154,0.950663,1.01879,1.04482,0.891419,0.868737,3201,5006,91,167,83,98,39,54
2.02E+13,100,5,45,0,885.478,8196.17,3005.86,28686.6,751.466,34791,886.735,885.288,893.629,885.834,881.916,837.074,879.837,885.946,0.252642,0.250469,0,0,5.31E-06,8.84E-06,0,0,0,0,1.25239,1.363,1.40012,1.49937,1.29291,1.47124,14784,17811,537,585,334,366,172,202,1775.9,420.429,6215.65,105.107,9065,768.881,852.657,735.097,791.929,802.89,819.295,850.789,945.608,0.200248,0.210629,0,0,0,5.65E-06,0,0,0,0,0.905485,0.893773,1.01299,0.992157,0.949938,0.950703,3856,4646,154,141,91,88,38,51
2.02E+13,100,5,50,0,879.203,8244.57,3003.61,28856,750.902,34841,892.951,868.933,785.833,846.053,850.49,847.674,978,957.953,0.255309,0.249321,0,0,3.83E-06,6.08E-06,0,0,0,0,1.25235,1.38991,1.34728,1.55172,1.33038,1.60775,16407,16267,551,514,382,359,191,170,309673,4.31E+06,1.08E+06,1.08E+06,8842,782.797,881.798,873.026,983.236,774.027,942.228,956.339,950.696,0.203011,0.221535,0,0,0,5.37E-06,0,0,0,0,0.953806,1.1333,0.886952,1.25987,1.03971,1.09391,4200,4093,114,123,112,92,62,46
2.02E+13,100,10,0,0,808.041,7549.63,3002.04,26423.7,750.509,34484,0,808.469,0,813.684,0,785.627,0,797.882,0,0.233344,0,0,0,8.13E-06,0,0,0,0,0,1.32206,0,1.55301,0,1.37777,0,32354,0,1049,0,718,0,363,1567.59,502.13,5486.58,125.532,8171,0,832.413,0,959.439,0,783.11,0,777.477,0,0.2043,0,0,0,9.02E-06,0,0,0,0,0,0.957926,0,1.09284,0,0.977728,0,7673,0,237,0,173,0,88
2.02E+13,100,10,5,0,869.572,7891.55,2932.96,27620.4,733.241,34456,819.924,875.298,846.49,827.042,729.567,824.885,638.909,832.079,0.242094,0.243845,0,0,0,7.68E-06,0,0,0,0,1.32194,1.33143,1.37856,1.56765,0.943446,1.36634,1681,30694,49,1008,30,652,11,331,309758,4.31E+06,1.08E+06,1.08E+06,8455,815.855,979.328,614.385,924.296,633.2,895.434,760,932.013,0.214522,0.232209,0,0,0,3.29E-06,0,0,0,0,0.962909,1.0882,1.13368,1.30193,0.412899,1.18334,399,7587,13,230,5,145,1,75
2.02E+13,100,10,10,0,806.242,7556.02,3086.59,26446.1,771.649,34482,813.348,803.737,874.282,831.961,827.761,835.249,884.722,786.912,0.239726,0.233095,0,0,2.88E-06,6.57E-06,0,0,0,0,1.29521,1.34596,1.19659,1.61671,1.30879,1.42736,3235,29089,117,974,71,643,36,317,1559.79,430.291,5459.25,107.573,8142,773.08,808.774,771.944,806.093,938.062,904.365,934.5,766.581,0.199968,0.201562,0,0,6.41E-06,8.42E-06,0,0,0,0,0.824385,0.921997,0.82329,1.31649,1.00519,0.97064,773,6846,36,237,16,148,12,74
2.02E+13,100,10,15,0,846.658,7813.4,2963.86,27346.9,740.965,34592,790.681,857.176,883.64,839.656,689.793,854.968,886.018,809.518,0.236245,0.241826,0,0,4.51E-06,4.70E-06,0,0,0,0,1.22865,1.30679,1.24576,1.53769,1.17396,1.36376,4810,27611,186,913,111,598,56,307,309688,4.31E+06,1.08E+06,1.08E+06,8582,733.067,932.219,841.378,931.158,791.385,961.458,1022.39,872.419,0.199049,0.223498,0,0,3.72E-06,2.76E-06,0,0,0,0,0.736594,0.972746,1.12568,1.19343,0.88061,0.924998,1180,6886,45,221,26,144,18,62
2.02E+13,100,10,20,0,744.712,7314.79,2970.27,25601.8,742.567,34703,729.495,748.613,742.043,759.446,633.077,764.48,777.338,710.702,0.224516,0.224561,0,0,6.12E-06,8.78E-06,0,0,0,0,1.15975,1.34641,1.30394,1.60864,1.2826,1.38282,6588,25987,232,823,142,564,68,299,1367.94,363.121,4787.78,90.7802,7727,635.646,721.292,622.629,627.585,575.536,654.848,775.8,727.452,0.176225,0.187802,0,0,7.04E-06,2.35E-06,0,0,0,0,0.794391,0.910397,0.985063,1.11488,0.942649,0.965956,1384,5851,62,195,28,125,20,62
2.02E+13,100,10,25,0,815.885,7641.29,2958.94,26744.5,739.735,34431,802.248,821.394,851.623,793.506,826.219,767.452,969.779,789.59,0.23703,0.236266,0,0,4.43E-06,6.61E-06,0,0,0,0,1.23932,1.34857,1.415,1.56615,1.31748,1.39574,8008,24308,273,769,192,522,86,273,309529,4.31E+06,1.08E+06,1.08E+06,8455,829.218,837.773,964.896,816.855,860.022,764.458,978.786,881.273,0.2065,0.201945,0,0,8.92E-06,3.49E-06,0,0,0,0,0.909919,0.939408,1.00499,0.989517,0.785983,1.00194,1959,5993,67,179,45,118,28,66
2.02E+13,100,10,30,0,831.381,7854.09,3027.16,27489.3,756.79,34643,822.938,832.32,878.249,882.491,901.685,781.284,912.01,857.297,0.243335,0.24056,0,0,4.53E-06,7.41E-06,0,0,0,0,1.28437,1.4111,1.47467,1.57761,1.25071,1.50176,9722,22815,313,782,213,465,104,229,309492,4.31E+06,1.08E+06,1.08E+06,8296,710.937,819.13,939.855,792.858,975.81,744.907,1199,830.745,0.191224,0.207584,0,0,0,3.60E-06,0,0,0,0,1.02087,0.977744,1.22074,1.23217,1.1383,1.10232,2236,5544,83,190,58,108,26,51
2.02E+13,100,10,35,0,879.669,8145.12,3098.3,28507.9,774.575,34693,857.169,888.974,885.265,924.49,965.747,849.346,1039.11,856.113,0.249395,0.251111,0,0,5.84E-06,8.35E-06,0,0,0,0,1.28417,1.41076,1.4137,1.58678,1.26035,1.45786,11371,21143,381,698,277,459,133,231,309767,4.31E+06,1.08E+06,1.08E+06,8939,813.939,912.478,967.856,857.832,1017.65,982.795,1279.54,983.857,0.213614,0.225821,0,0,1.06E-06,4.11E-06,0,0,0,0,0.901645,1.0333,1.05646,1.20641,0.82597,1.11377,2848,5513,104,185,88,117,35,49
2.02E+13,100,10,40,0,854.844,8052.4,3021.74,28183.4,755.435,34695,843.357,861.002,880.571,865.992,860.139,866.271,850.586,892.493,0.249284,0.246508,0,0,4.96E-06,1.19E-05,0,0,0,0,1.25208,1.35467,1.40232,1.62192,1.21875,1.38116,13126,19392,406,665,317,431,157,201,309567,4.31E+06,1.08E+06,1.08E+06,8560,742.426,842.02,853.667,914.188,798.788,868.059,752.5,832.824,0.198721,0.209894,0,0,2.26E-06,9.52E-06,0,0,0,0,0.867477,1.04606,1.05814,1.13642,0.893616,0.893815,3190,4843,93,160,85,102,36,51
2.02E+13,100,10,45,0,915.736,8400.08,3049.76,29400.3,762.439,34780,925.316,909.948,922.955,884.793,932.742,860.975,887.092,891.614,0.260955,0.255135,0,0,7.39E-06,7.57E-06,0,0,0,0,1.24788,1.35876,1.42045,1.57127,1.29524,1.56607,14776,17811,534,585,333,366,173,202,309798,4.31E+06,1.08E+06,1.08E+06,9217,874.683,878.321,815.871,854.972,907.104,930.346,764.366,911.685,0.22017,0.215917,0,0,4.07E-06,5.94E-06,0,0,0,0,0.924932,0.90055,1.11532,1.07976,0.95043,1.11058,3928,4720,155,142,96,81,41,54
2.02E+13,100,10,50,0,867.342,8192.55,2995.55,28673.9,748.888,34842,862.09,872.438,816.61,852.722,884.919,848.529,1022.12,921.559,0.251332,0.250119,0,0,5.23E-06,6.46E-06,0,0,0,0,1.2477,1.36896,1.35197,1.56476,1.32445,1.60736,16408,16267,551,514,382,359,191,170,1720.17,567.909,6020.61,141.977,8634,725.857,917.557,951.453,914.885,856.743,960.256,1038.17,774.14,0.198151,0.227516,0,0,9.78E-07,2.41E-06,0,0,0,0,0.957098,1.0726,0.918566,1.28734,0.999452,0.956798,4047,4036,117,130,109,82,63,50
2.02E+13,100,0,0,1,806.72,7545.15,3012.65,26408,753.163,34481,0,807.169,0,807.588,0,785.981,0,805.314,0,0.233256,0,0,0,8.99E-06,0,0,0,0,0,1.32584,0,1.54853,0,1.38922,0,32347,0,1049,0,719,0,366,309481,4.31E+06,1.08E+06,1.08E+06,8136,0,830.805,0,957.263,0,784.661,0,734.98,0,0.205002,0,0,0,1.10E-05,0,0,0,0,0,1.01393,0,1.10848,0,1.00503,0,7631,0,232,0,174,0,99
2.02E+13,100,0,5,1,870.074,7935.04,2947.36,27772.6,736.84,34482,795.421,875.292,792.612,874.306,775.667,830.532,569.636,859.946,0.248821,0.244686,0,0,0,8.54E-06,0,0,0,0,1.56496,1.33984,1.68841,1.55295,1.18123,1.34125,1681,30720,49,1008,30,652,11,331,309813,4.31E+06,1.08E+06,1.08E+06,8529,757.737,971.517,845.545,1028.07,431.333,827.745,796,928.798,0.22228,0.236943,0,0,0,7.78E-06,0,0,0,0,1.17796,1.16575,1.12717,1.18974,0.43609,1.06588,399,7641,11,242,6,145,1,84
2.02E+13,100,0,10,1,816.509,7671.21,3131.29,26849.2,782.824,34410,797.701,819.379,722.863,816.284,681.694,829.423,745.694,795.585,0.249934,0.236547,0,0,9.39E-06,6.79E-06,0,0,0,0,1.50655,1.34319,1.40666,1.58519,1.70751,1.43652,3268,28977,117,974,72,648,36,318,309540,4.31E+06,1.08E+06,1.08E+06,8159,717.986,850.142,562.074,843.189,891.167,891.552,832.625,827.041,0.202619,0.212973,0,0,7.91E-06,4.03E-06,0,0,0,0,0.894455,0.937341,1.27833,1.23696,1.5444,1.06229,777,6895,27,222,12,145,8,73
2.02E+13,100,0,15,1,819.201,7734.02,3079.85,27069.1,769.963,34541,787.266,828.034,800.29,797.768,713.239,795.967,665.161,714.528,0.246573,0.237569,0,0,8.96E-06,6.58E-06,0,0,0,0,1.50707,1.30334,1.60327,1.56924,1.46356,1.35005,4824,27548,186,913,109,598,56,307,309605,4.31E+06,1.08E+06,1.08E+06,8103,642.493,940.338,629.289,871.115,655.75,916.449,539.062,769.14,0.189144,0.229253,0,0,3.57E-06,4.08E-06,0,0,0,0,0.997265,0.951156,1.41437,1.34563,1.05035,0.963284,1159,6460,38,209,28,136,16,57
2.02E+13,100,0,20,1,737.355,7310.85,3054.76,25588,763.689,34691,733.644,737.789,722.725,761.324,720.725,749.468,691.059,722.498,0.234588,0.221967,0,0,7.28E-06,7.00E-06,0,0,0,0,1.36461,1.3392,1.59748,1.57124,1.54601,1.39294,6589,25973,233,823,142,564,68,299,309197,4.31E+06,1.08E+06,1.08E+06,7224,617.524,757.679,603.28,748.085,645.5,669.724,642.824,700.356,0.184339,0.190927,0,0,2.05E-05,1.65E-06,0,0,0,0,1.06073,0.954174,1.38133,1.00467,1.19841,0.981262,1335,5429,50,188,30,116,17,59
2.02E+13,100,0,25,1,775.838,7523.36,3103.7,26331.8,775.926,34457,791.051,769.84,815.971,769.116,822.167,770.617,925.849,772.176,0.245421,0.228419,0,0,1.20E-05,1.11E-05,0,0,0,0,1.50273,1.3374,1.69985,1.56647,1.65794,1.37487,8016,24324,275,769,192,522,86,273,1436.12,418.823,5026.42,104.706,7975,685.716,715.093,724.515,709.68,711.415,745.188,766.333,750.338,0.195506,0.185751,0,0,1.93E-05,2.81E-06,0,0,0,0,1.09292,0.989348,1.41437,1.10195,1.08791,1.16221,1964,5528,66,172,41,112,27,65
2.02E+13,100,0,30,1,844.604,8019.67,3220.89,28068.8,805.223,34671,877.678,828.027,871.611,902.164,924.386,802.557,855.51,859.061,0.262366,0.239414,0,0,7.48E-06,8.93E-06,0,0,0,0,1.553,1.39437,1.81184,1.56961,1.66376,1.53019,9753,22809,314,782,215,465,104,229,309551,4.31E+06,1.08E+06,1.08E+06,8548,749.337,795.058,722.131,789.73,690.938,803.604,867.154,753.273,0.205541,0.203835,0,0,0,5.44E-06,0,0,0,0,1.19004,1.0408,1.23962,1.38535,1.36328,1.11487,2437,5561,84,215,64,106,26,55
2.02E+13,100,0,35,1,809.328,7845.85,3235.2,27460.5,808.8,34751,826.345,800.046,800.21,849.904,794.495,780.749,848.429,763.922,0.251891,0.234941,0,0,1.09E-05,8.32E-06,0,0,0,0,1.48672,1.37318,1.69816,1.54178,1.53703,1.41902,11407,21165,381,698,277,459,133,231,309387,4.31E+06,1.08E+06,1.08E+06,8238,679.064,709.098,669,682.048,699.597,700.4,700.103,673.045,0.191919,0.189566,0,0,1.02E-05,6.15E-06,0,0,0,0,1.04724,0.960268,1.21708,1.17805,0.894861,0.989465,2661,5063,93,166,72,110,29,44
2.02E+13,100,0,40,1,848.478,8091.05,3266.13,28318.7,816.533,34750,893.775,817.346,904.788,821.675,899.664,833.731,821.841,827.871,0.264967,0.237258,0,0,1.17E-05,8.30E-06,0,0,0,0,1.47325,1.33689,1.74055,1.60031,1.5307,1.40708,13172,19392,411,665,321,431,157,201,309525,4.31E+06,1.08E+06,1.08E+06,8484,753.25,788.444,639.337,807.372,765.211,811.604,787.367,640.837,0.202456,0.202188,0,0,5.42E-06,6.80E-06,0,0,0,0,0.956595,1.05387,1.32136,1.13209,1.30053,0.84074,3349,4614,101,156,90,101,30,43
2.02E+13,100,0,45,1,960.249,8723.24,3278.65,30531.3,819.663,34806,1007.93,921.899,997.251,925.973,1019.92,842.73,978.767,947.837,0.282541,0.255022,0,0,1.28E-05,9.53E-06,0,0,0,0,1.48751,1.32115,1.70037,1.5141,1.63046,1.49882,14798,17811,537,585,335,366,172,202,309965,4.31E+06,1.08E+06,1.08E+06,9741,907.368,933.048,890.718,930.893,898.476,814.593,1005.22,1036.69,0.224948,0.223868,0,0,2.83E-06,3.45E-06,0,0,0,0,1.09461,0.947232,1.21717,0.979612,1.27249,0.99803,4381,4760,163,150,105,86,41,55
2.02E+13,100,0,50,1,956.898,8810.97,3280.67,30838.4,820.167,34864,996.226,921.548,903.171,908.422,997.349,832.696,1006.61,974.259,0.283297,0.255528,0,0,1.14E-05,8.43E-06,0,0,0,0,1.48385,1.35731,1.63371,1.52871,1.72174,1.54054,16429,16267,550,514,384,359,191,170,309984,4.31E+06,1.08E+06,1.08E+06,9878,852.948,930.313,817.035,1026.47,795.969,878.146,799.75,861.902,0.219132,0.22906,0,0,6.18E-06,7.59E-06,0,0,0,0,1.0917,1.0902,1.07333,1.27474,1.26956,0.955338,4805,4467,141,137,128,89,60,51
2.02E+13,100,2,0,1,808.041,7549.63,3002.04,26423.7,750.509,34484,0,808.469,0,813.684,0,785.627,0,797.882,0,0.233344,0,0,0,8.13E-06,0,0,0,0,0,1.32206,0,1.55301,0,1.37777,0,32354,0,1049,0,718,0,363,309482,4.31E+06,1.08E+06,1.08E+06,8171,0,832.413,0,959.439,0,783.11,0,777.477,0,0.2043,0,0,0,9.02E-06,0,0,0,0,0,0.957926,0,1.09284,0,0.977728,0,7673,0,237,0,173,0,88
2.02E+13,100,2,5,1,843.404,7733.64,2949.54,27067.7,737.386,34416,809.536,847.509,830.122,809.646,770.7,807.857,502.545,827.997,0.243302,0.238946,0,0,6.55E-06,7.12E-06,0,0,0,0,1.57681,1.33961,1.5701,1.54978,1.28491,1.3603,1681,30654,49,1008,30,652,11,331,309619,4.31E+06,1.08E+06,1.08E+06,8251,718.586,907.404,657.417,827.818,492.333,745.151,12,945.84,0.194391,0.221628,0,0,0,2.04E-06,0,0,0,0,1.19074,1.10357,1.21437,1.1526,0.0882104,1.14653,401,7368,12,242,6,146,1,75
2.02E+13,100,2,10,1,786.051,7495.25,3148.59,26233.4,787.147,34513,795.454,785.095,742,790.146,722.662,791.685,724.917,790.959,0.24283,0.23046,0,0,8.18E-06,6.43E-06,0,0,0,0,1.41631,1.36549,1.41828,1.5993,1.59333,1.4418,3242,29107,117,974,71,648,36,318,309392,4.31E+06,1.08E+06,1.08E+06,8114,761.788,733.162,739.731,694.524,790.067,829.493,655.333,635.774,0.214647,0.191458,0,0,6.42E-06,6.08E-06,0,0,0,0,0.946215,0.954333,1.33225,1.2546,1.32825,0.964631,742,6871,26,225,15,142,9,84
2.02E+13,100,2,15,1,858.146,7787.96,2972.05,27257.9,743.012,34528,807.662,868.374,845.5,840.561,716.255,891.007,753.821,797.564,0.241165,0.240579,0,0,6.86E-06,3.20E-06,0,0,0,0,1.43048,1.27929,1.46269,1.49047,1.47488,1.32167,4813,27547,186,911,110,598,56,307,304396,4.30E+06,1.07E+06,1.08E+06,8491,721.29,1016.4,745.419,992.958,793.692,1126.05,588.368,907.419,0.195446,0.230439,0,0,0,1.34E-06,0,0,0,0,1.03449,0.908367,1.29431,1.04053,0.9294,0.846505,1203,6777,43,213,26,148,19,62
2.02E+13,100,2,20,1,813.728,7693.51,3047.95,26927.3,761.989,34698,801.076,817.67,796.652,833.809,764.86,806.473,837.956,739.953,0.240227,0.235214,0,0,8.51E-06,6.06E-06,0,0,0,0,1.34191,1.34454,1.54815,1.57979,1.51572,1.38222,6594,25974,233,823,143,564,68,299,309533,4.31E+06,1.08E+06,1.08E+06,8603,695.142,826.926,680.5,831.042,612.184,841.592,782.2,665.691,0.18794,0.203291,0,0,5.18E-06,3.04E-06,0,0,0,0,0.947831,0.969664,1.22387,1.00425,1.02773,0.87519,1608,6464,64,216,38,125,20,68
2.02E+13,100,2,25,1,783.507,7568.95,3096.22,26491.3,774.054,34455,776.139,785.139,786.164,784.498,821.958,792.186,889.349,771.634,0.238525,0.232577,0,0,6.69E-06,4.69E-06,0,0,0,0,1.46541,1.36768,1.60938,1.5629,1.56257,1.4056,8007,24332,274,769,192,522,86,273,309378,4.31E+06,1.08E+06,1.08E+06,7877,691.237,776.88,627.714,781.3,706.075,833.867,670.56,813.462,0.190172,0.200016,0,0,6.99E-06,2.48E-06,0,0,0,0,0.925648,1.05346,1.14007,1.1111,0.887168,1.07456,1845,5566,63,160,40,113,25,65
2.02E+13,100,2,30,1,894.101,8227.29,3150.72,28795.5,787.68,34696,902.687,886.356,875.134,965.597,987.427,885.972,931.095,996.284,0.260502,0.249037,0,0,1.15E-05,7.12E-06,0,0,0,0,1.46819,1.39485,1.73457,1.5685,1.49657,1.49773,9740,22848,314,782,213,465,105,229,309708,4.31E+06,1.08E+06,1.08E+06,8748,821.581,940.464,899.16,968.596,879.435,1010.91,872.345,920.797,0.209178,0.224729,0,0,4.78E-06,6.65E-06,0,0,0,0,1.14438,1.0238,1.20074,1.25896,1.04042,1.06513,2434,5746,81,213,62,119,29,64
2.02E+13,100,2,35,1,926.256,8402.07,3273.48,29407.2,818.371,34659,925.049,926.684,943.226,947.469,940.477,879.78,973.609,902.749,0.265235,0.255137,0,0,1.32E-05,8.11E-06,0,0,0,0,1.5309,1.38821,1.7333,1.54969,1.51066,1.42978,11385,21096,381,697,277,459,133,231,309925,4.31E+06,1.08E+06,1.08E+06,9046,895.858,1029.38,972.269,1005.35,929.902,1070.55,824.176,1065.69,0.229079,0.241392,0,0,7.02E-06,8.09E-06,0,0,0,0,1.16244,1.03813,1.34427,1.20591,0.903551,1.01019,2929,5551,104,179,82,118,34,49
2.02E+13,100,2,40,1,943.163,8579.63,3264.7,30028.7,816.175,34695,954.147,936.216,942.064,927.186,928.353,957.413,916.013,964.955,0.271299,0.258808,0,0,5.79E-06,6.32E-06,0,0,0,0,1.51012,1.37028,1.64863,1.62345,1.48426,1.41042,13128,19389,407,665,317,431,157,201,310010,4.31E+06,1.09E+06,1.08E+06,9476,828.608,1027.19,696.99,1008.24,785.587,1049.47,828.629,948.964,0.218611,0.246855,0,0,4.14E-06,4.52E-06,0,0,0,0,1.08388,1.06499,1.29529,1.20625,1.09816,0.966916,3649,5261,104,170,92,110,35,55
2.02E+13,100,2,45,1,949.744,8637.99,3242.35,30233,810.587,34812,973.234,928.581,1004.58,912.489,1034.95,881.915,1006.69,989.535,0.27415,0.257099,0,0,1.03E-05,7.40E-06,0,0,0,0,1.45327,1.32134,1.65073,1.49822,1.64341,1.51683,14805,17811,536,585,335,366,172,202,309952,4.31E+06,1.08E+06,1.08E+06,9398,892.355,968.713,893.583,997.346,846.971,983.701,995.795,1148.27,0.229478,0.233154,0,0,8.38E-06,4.44E-06,0,0,0,0,1.05947,1.0392,1.19341,1.05704,1.34662,1.07626,4104,4703,163,136,105,87,44,56
2.02E+13,100,2,50,1,1025.65,9075.9,3271.07,31765.7,817.767,34833,1024.92,1030.43,958.911,980.039,1025.86,971.109,1048.38,1080.55,0.281992,0.273688,0,0,7.30E-06,5.89E-06,0,0,0,0,1.45003,1.37719,1.60611,1.55471,1.62692,1.63867,16397,16267,551,514,383,359,192,170,2435.8,626.726,8525.3,156.682,10038,955.978,1168.39,930.887,1276.6,814.25,1242.79,1055.31,1241.76,0.239237,0.272346,0,0,4.76E-06,2.85E-06,0,0,0,0,1.11767,1.22667,1.05433,1.31793,1.31922,1.3074,4705,4718,141,141,124,99,61,49
